Staff ID,Years of Experience,Absenteeism (Days),Satisfaction Score,Job_ID,Job_Location,Distance_km,Travel_Cost,Skill_Match,Job_Priority,Cost_per_Hour,Job_Hours,Labour_Cost,Total_Cost
S00639,2,0,1.75,J0639,Nottingham,241,108.45,0.69,1,34,8,272,380.45
S00640,14,1,3.69,J0640,London,22,9.9,0.86,1,30,5,150,159.9
S00641,13,1,4.91,J0641,Newcastle,44,19.8,0.94,5,28,10,280,299.8
S00642,4,1,1.41,J0642,London,25,11.25,0.84,5,26,10,260,271.25
S00643,14,1,1.03,J0643,Manchester,229,103.05,0.63,5,32,7,224,327.05
S00644,14,3,2.73,J0644,London,286,128.7,0.84,1,21,10,210,338.7
S00645,16,0,1.37,J0645,Liverpool,12,5.4,0.65,2,27,8,216,221.4
S00646,7,1,3.99,J0646,Glasgow,104,46.8,0.86,4,26,5,130,176.8
S00647,19,3,4.66,J0647,Bristol,244,109.8,0.98,5,43,10,430,539.8
S00648,2,1,2.74,J0648,Newcastle,91,40.95,0.86,2,31,4,124,164.95
S00649,10,2,2.03,J0649,London,18,8.1,0.93,3,38,10,380,388.1
S00650,18,1,2.74,J0650,London,6,2.7,0.5,5,26,6,156,158.7
S00651,17,1,3.89,J0651,Manchester,297,133.65,0.86,4,29,6,174,307.65
S00652,5,4,1.04,J0652,Bristol,45,20.25,0.91,3,44,6,264,284.25
S00653,12,2,3.36,J0653,Birmingham,115,51.75,0.52,3,35,10,350,401.75
S00654,6,0,3.45,J0654,London,18,8.1,0.94,4,22,8,176,184.1
S00655,9,1,3.55,J0655,Liverpool,235,105.75,0.63,5,29,5,145,250.75
S00656,1,0,1.97,J0656,Sheffield,88,39.6,0.83,1,25,9,225,264.6
S00657,15,2,3.86,J0657,Newcastle,134,60.3,0.9,4,37,9,333,393.3
S00658,6,1,1.37,J0658,London,235,105.75,0.83,4,37,9,333,438.75
S00659,19,4,1.8,J0659,Liverpool,149,67.05,0.55,4,24,8,192,259.05
S00660,18,3,4.51,J0660,Liverpool,32,14.4,0.8,3,40,7,280,294.4
S00661,6,4,3.95,J0661,Newcastle,70,31.5,0.77,2,26,11,286,317.5
S00662,13,4,1.05,J0662,Birmingham,167,75.15,0.95,1,21,4,84,159.15
S00663,1,3,1.99,J0663,Liverpool,233,104.85,0.7,5,30,4,120,224.85
S00664,13,3,1.86,J0664,Sheffield,265,119.25,0.66,5,32,6,192,311.25
S00665,7,3,2.08,J0665,Liverpool,168,75.6,0.87,2,42,6,252,327.6
S00666,15,1,1.99,J0666,Liverpool,291,130.95,0.71,4,24,10,240,370.95
S00667,12,0,1.25,J0667,Liverpool,14,6.3,0.82,1,25,9,225,231.3
S00668,1,0,2.84,J0668,Glasgow,199,89.55,0.82,5,43,10,430,519.55
S00669,15,3,3.93,J0669,Glasgow,122,54.9,0.94,5,33,11,363,417.9
S00670,4,4,3.43,J0670,Birmingham,274,123.3,0.8,4,31,9,279,402.3
S00671,13,2,3.69,J0671,London,84,37.8,0.75,2,23,6,138,175.8
S00672,5,3,1.32,J0672,Liverpool,97,43.65,0.57,1,42,5,210,253.65
S00673,2,4,4.81,J0673,Bristol,270,121.5,0.56,2,25,7,175,296.5
S00674,1,4,4.35,J0674,London,261,117.45,0.58,2,29,10,290,407.45
S00675,16,1,4.22,J0675,Birmingham,137,61.65,0.59,1,37,7,259,320.65
S00676,6,1,4.29,J0676,Leeds,280,126.0,0.82,1,34,7,238,364.0
S00677,16,0,4.73,J0677,London,268,120.6,0.87,5,27,7,189,309.6
S00678,14,0,3.18,J0678,London,175,78.75,0.76,5,28,6,168,246.75
S00679,3,2,1.8,J0679,Nottingham,5,2.25,0.91,1,24,4,96,98.25
S00680,15,2,3.47,J0680,Manchester,68,30.6,1.0,3,29,6,174,204.6
S00681,3,2,3.97,J0681,Nottingham,288,129.6,0.91,5,39,7,273,402.6
S00682,2,2,3.95,J0682,Sheffield,125,56.25,0.85,3,25,6,150,206.25
S00683,1,4,3.09,J0683,Glasgow,111,49.95,0.77,1,35,7,245,294.95
S00684,9,4,1.27,J0684,Glasgow,179,80.55,0.72,5,43,8,344,424.55
S00685,9,0,2.48,J0685,Manchester,208,93.6,0.54,2,22,9,198,291.6
S00686,7,1,4.68,J0686,Newcastle,169,76.05,0.7,1,29,4,116,192.05
S00687,3,1,3.34,J0687,Newcastle,124,55.8,0.96,4,30,8,240,295.8
S00688,18,3,3.15,J0688,Birmingham,48,21.6,0.9,3,30,5,150,171.6
S00689,11,4,2.08,J0689,Manchester,160,72.0,0.61,1,36,6,216,288.0
S00690,7,2,2.47,J0690,London,211,94.95,0.73,1,23,5,115,209.95
S00691,9,2,4.58,J0691,Newcastle,112,50.4,0.91,5,23,10,230,280.4
S00692,1,3,3.67,J0692,Liverpool,255,114.75,0.53,5,36,6,216,330.75
S00693,14,1,4.15,J0693,Bristol,134,60.3,0.69,5,28,11,308,368.3
S00694,6,2,2.82,J0694,London,297,133.65,0.93,4,38,11,418,551.65
S00695,7,1,3.52,J0695,Sheffield,24,10.8,0.7,5,24,9,216,226.8
S00696,10,3,1.99,J0696,Liverpool,286,128.7,0.54,1,41,8,328,456.7
S00697,7,1,3.82,J0697,Liverpool,289,130.05,0.77,5,43,9,387,517.05
S00698,2,1,2.71,J0698,Manchester,5,2.25,0.93,2,25,10,250,252.25
S00699,4,1,2.77,J0699,Birmingham,123,55.35,0.8,5,22,7,154,209.35
S00700,17,2,3.6,J0700,Sheffield,39,17.55,0.61,4,41,9,369,386.55
S00701,1,0,4.75,J0701,Newcastle,202,90.9,0.69,2,20,9,180,270.9
S00702,10,4,1.26,J0702,Manchester,249,112.05,0.73,1,39,11,429,541.05
S00703,19,1,4.3,J0703,Newcastle,63,28.35,0.79,1,41,7,287,315.35
S00704,15,1,2.17,J0704,Manchester,165,74.25,0.88,3,35,11,385,459.25
S00705,10,1,2.78,J0705,Manchester,183,82.35,0.55,2,42,6,252,334.35
S00706,19,0,1.09,J0706,Manchester,210,94.5,0.94,3,30,7,210,304.5
S00707,12,3,2.2,J0707,Birmingham,16,7.2,0.51,2,32,8,256,263.2
S00708,16,2,3.01,J0708,Manchester,280,126.0,0.69,2,29,9,261,387.0
S00709,9,0,1.22,J0709,Leeds,185,83.25,0.51,4,22,11,242,325.25
S00710,15,1,2.96,J0710,Bristol,246,110.7,0.7,3,28,7,196,306.7
S00711,17,0,4.71,J0711,Newcastle,220,99.0,0.76,4,31,10,310,409.0
S00712,14,0,1.42,J0712,London,255,114.75,0.76,2,42,10,420,534.75
S00713,18,0,4.06,J0713,Nottingham,130,58.5,0.58,1,33,9,297,355.5
S00714,2,3,2.64,J0714,Sheffield,221,99.45,0.82,2,20,8,160,259.45
S00715,4,4,3.62,J0715,Glasgow,289,130.05,0.52,4,37,5,185,315.05
S00716,18,2,2.04,J0716,Birmingham,189,85.05,0.88,3,36,11,396,481.05
S00717,7,3,1.64,J0717,London,43,19.35,0.97,3,28,8,224,243.35
S00718,13,3,1.64,J0718,Liverpool,227,102.15,0.67,4,28,4,112,214.15
S00719,15,4,1.28,J0719,Leeds,188,84.6,0.76,3,42,4,168,252.6
S00720,1,3,1.74,J0720,Glasgow,182,81.9,0.69,5,29,4,116,197.9
S00721,11,0,3.66,J0721,Nottingham,298,134.1,0.5,1,38,9,342,476.1
S00722,10,0,4.53,J0722,London,155,69.75,0.69,1,34,10,340,409.75
S00723,5,1,4.26,J0723,Glasgow,130,58.5,0.9,1,24,6,144,202.5
S00724,16,3,3.74,J0724,London,238,107.1,0.8,3,34,11,374,481.1
S00725,11,1,1.44,J0725,Leeds,12,5.4,0.55,3,39,10,390,395.4
S00726,6,2,2.16,J0726,Nottingham,133,59.85,0.92,2,42,6,252,311.85
S00727,9,0,2.24,J0727,Liverpool,268,120.6,0.77,2,44,6,264,384.6
S00728,13,2,2.0,J0728,Manchester,161,72.45,0.92,1,21,10,210,282.45
S00729,8,4,3.06,J0729,Newcastle,9,4.05,0.79,5,32,11,352,356.05
S00730,14,0,3.14,J0730,Liverpool,90,40.5,0.78,2,43,9,387,427.5
S00731,1,2,2.43,J0731,Manchester,179,80.55,0.55,2,35,8,280,360.55
S00732,17,4,2.42,J0732,Birmingham,294,132.3,0.58,3,34,6,204,336.3
S00733,5,2,4.31,J0733,Bristol,197,88.65,0.99,5,44,5,220,308.65
S00734,2,4,4.16,J0734,Sheffield,123,55.35,0.61,1,29,10,290,345.35
S00735,9,4,2.23,J0735,Sheffield,222,99.9,0.99,2,33,10,330,429.9
S00736,4,0,4.66,J0736,Newcastle,118,53.1,0.77,5,29,4,116,169.1
S00737,17,1,4.81,J0737,Nottingham,149,67.05,0.57,5,44,8,352,419.05
S00738,17,4,2.31,J0738,Leeds,30,13.5,0.55,1,33,4,132,145.5
S00739,18,4,2.42,J0739,Nottingham,140,63.0,0.6,5,42,10,420,483.0
S00740,16,0,3.02,J0740,Leeds,236,106.2,0.96,5,28,10,280,386.2
S00741,8,1,4.76,J0741,Nottingham,80,36.0,0.71,5,44,6,264,300.0
S00742,11,3,4.51,J0742,Bristol,293,131.85,0.7,2,33,8,264,395.85
S00743,18,3,1.41,J0743,Birmingham,5,2.25,0.66,1,22,7,154,156.25
S00744,10,1,2.57,J0744,Birmingham,151,67.95,0.57,5,39,5,195,262.95
S00745,13,2,3.21,J0745,Manchester,291,130.95,0.74,5,35,11,385,515.95
S00746,17,0,3.01,J0746,Glasgow,146,65.7,0.57,2,21,6,126,191.7
S00747,18,1,1.78,J0747,Birmingham,57,25.65,0.92,1,29,10,290,315.65
S00748,10,3,4.44,J0748,Birmingham,73,32.85,0.69,3,22,11,242,274.85
S00749,16,4,3.71,J0749,Liverpool,94,42.3,0.69,2,30,6,180,222.3
S00750,5,3,4.35,J0750,Liverpool,224,100.8,0.74,1,30,5,150,250.8
S00751,13,4,4.44,J0751,Manchester,196,88.2,0.72,5,40,10,400,488.2
S00752,18,0,3.99,J0752,Glasgow,67,30.15,1.0,1,40,5,200,230.15
S00753,17,4,2.76,J0753,Newcastle,77,34.65,0.77,1,41,11,451,485.65
S00754,9,1,3.44,J0754,Liverpool,165,74.25,0.54,1,32,7,224,298.25
S00755,14,4,1.64,J0755,Newcastle,173,77.85,0.8,3,26,6,156,233.85
S00756,17,2,3.69,J0756,London,93,41.85,0.58,1,42,9,378,419.85
S00757,4,1,1.72,J0757,Liverpool,180,81.0,0.52,3,36,6,216,297.0
S00758,18,0,3.78,J0758,Bristol,273,122.85,0.99,5,21,4,84,206.85
S00759,15,1,1.92,J0759,Glasgow,77,34.65,0.89,3,31,8,248,282.65
S00760,11,2,1.47,J0760,Manchester,249,112.05,0.99,5,44,8,352,464.05
S00761,12,0,1.66,J0761,London,81,36.45,0.74,5,29,4,116,152.45
S00762,9,3,1.01,J0762,Glasgow,163,73.35,0.77,3,37,10,370,443.35
S00763,13,2,3.87,J0763,Bristol,102,45.9,0.58,2,41,8,328,373.9
S00764,15,0,3.93,J0764,Glasgow,106,47.7,0.62,4,30,5,150,197.7
S00765,15,4,3.06,J0765,Bristol,136,61.2,0.92,1,35,11,385,446.2
S00766,5,1,1.65,J0766,Bristol,106,47.7,0.68,4,36,11,396,443.7
S00767,19,0,1.33,J0767,Newcastle,23,10.35,0.91,1,38,8,304,314.35
S00768,14,1,1.08,J0768,Nottingham,86,38.7,0.85,1,37,8,296,334.7
S00769,17,4,1.66,J0769,London,283,127.35,0.59,5,22,4,88,215.35
S00770,18,0,4.56,J0770,Glasgow,133,59.85,0.75,1,40,10,400,459.85
S00771,3,3,1.97,J0771,Leeds,93,41.85,0.84,1,35,7,245,286.85
S00772,2,2,2.42,J0772,London,217,97.65,0.62,3,25,8,200,297.65
S00773,1,0,1.42,J0773,Nottingham,147,66.15,0.92,4,44,9,396,462.15
S00774,10,4,1.89,J0774,London,69,31.05,0.77,3,31,8,248,279.05
S00775,19,0,3.08,J0775,Birmingham,80,36.0,0.58,1,30,7,210,246.0
S00776,17,1,3.43,J0776,Leeds,203,91.35,0.79,5,34,4,136,227.35
S00777,12,0,1.98,J0777,Nottingham,147,66.15,1.0,3,34,7,238,304.15
S00778,1,3,1.23,J0778,Newcastle,97,43.65,0.58,3,35,4,140,183.65
S00779,12,0,2.56,J0779,Glasgow,228,102.6,0.91,2,29,5,145,247.6
S00780,17,2,1.94,J0780,Sheffield,295,132.75,0.6,1,31,4,124,256.75
S00781,3,0,1.88,J0781,Nottingham,106,47.7,0.89,5,32,5,160,207.7
S00782,11,1,4.84,J0782,Manchester,271,121.95,0.87,3,23,5,115,236.95
S00783,17,0,3.47,J0783,Glasgow,114,51.3,0.65,3,26,4,104,155.3
S00784,3,3,3.23,J0784,Nottingham,269,121.05,0.66,5,41,9,369,490.05
S00785,8,4,2.66,J0785,Birmingham,7,3.15,0.9,1,21,6,126,129.15
S00786,4,0,2.72,J0786,Sheffield,89,40.05,0.73,2,34,4,136,176.05
S00787,7,0,3.16,J0787,Birmingham,286,128.7,0.87,3,27,8,216,344.7
S00788,14,2,3.79,J0788,Sheffield,121,54.45,0.57,2,26,9,234,288.45
S00789,14,3,3.81,J0789,Manchester,225,101.25,0.93,4,34,9,306,407.25
S00790,4,4,1.69,J0790,Glasgow,158,71.1,0.86,1,42,8,336,407.1
S00791,16,1,3.0,J0791,Newcastle,157,70.65,0.95,4,33,6,198,268.65
S00792,1,0,2.65,J0792,Birmingham,16,7.2,0.57,4,27,9,243,250.2
S00793,17,4,4.48,J0793,Birmingham,137,61.65,0.8,4,31,5,155,216.65
S00794,10,1,3.53,J0794,Bristol,297,133.65,0.8,1,32,11,352,485.65
S00795,16,3,3.13,J0795,Sheffield,232,104.4,0.68,1,30,6,180,284.4
S00796,16,3,1.46,J0796,Liverpool,275,123.75,0.73,5,36,10,360,483.75
S00797,8,4,3.42,J0797,Glasgow,47,21.15,0.52,2,36,8,288,309.15
S00798,7,1,1.47,J0798,Sheffield,25,11.25,0.87,2,43,6,258,269.25
S00799,6,3,2.35,J0799,Bristol,111,49.95,0.77,5,23,4,92,141.95
S00800,16,4,1.57,J0800,London,121,54.45,0.53,5,40,11,440,494.45
S00801,16,3,3.77,J0801,Sheffield,128,57.6,0.84,4,27,6,162,219.6
S00802,7,3,1.83,J0802,Newcastle,285,128.25,0.73,5,24,5,120,248.25
S00803,9,3,2.57,J0803,Glasgow,296,133.2,0.52,3,35,11,385,518.2
S00804,14,2,4.58,J0804,Bristol,207,93.15,0.98,2,23,4,92,185.15
S00805,11,1,1.82,J0805,London,55,24.75,0.97,5,41,7,287,311.75
S00806,14,4,3.03,J0806,Leeds,275,123.75,0.76,3,34,8,272,395.75
S00807,7,4,2.68,J0807,Bristol,281,126.45,0.55,3,31,11,341,467.45
S00808,1,1,1.07,J0808,Leeds,145,65.25,0.88,3,24,8,192,257.25
S00809,13,1,4.17,J0809,Glasgow,279,125.55,0.75,3,42,6,252,377.55
S00810,3,1,1.28,J0810,Birmingham,294,132.3,0.65,4,35,9,315,447.3
S00811,4,1,2.9,J0811,Bristol,56,25.2,0.75,3,33,4,132,157.2
S00812,11,0,3.24,J0812,Manchester,31,13.95,0.76,4,29,7,203,216.95
S00813,2,4,3.51,J0813,Leeds,161,72.45,0.78,4,26,4,104,176.45
S00814,14,0,3.75,J0814,Newcastle,243,109.35,0.72,3,32,8,256,365.35
S00815,12,3,2.01,J0815,Manchester,160,72.0,0.8,2,39,4,156,228.0
S00816,17,3,1.04,J0816,Nottingham,295,132.75,0.96,3,24,7,168,300.75
S00817,12,4,3.89,J0817,Nottingham,140,63.0,0.68,3,22,9,198,261.0
S00818,12,3,3.14,J0818,London,148,66.6,0.86,3,34,6,204,270.6
S00819,1,1,4.34,J0819,Birmingham,110,49.5,0.95,2,23,5,115,164.5
S00820,13,0,4.29,J0820,Glasgow,162,72.9,0.73,1,34,4,136,208.9
S00821,14,1,4.37,J0821,Bristol,150,67.5,0.72,1,33,11,363,430.5
S00822,2,3,2.94,J0822,Liverpool,6,2.7,0.8,4,39,5,195,197.7
S00823,12,0,2.33,J0823,Newcastle,81,36.45,0.8,4,38,8,304,340.45
S00824,16,1,4.17,J0824,Leeds,136,61.2,0.9,2,32,6,192,253.2
S00825,4,4,2.81,J0825,Glasgow,94,42.3,0.74,5,29,10,290,332.3
S00826,8,1,1.73,J0826,Manchester,267,120.15,1.0,1,40,6,240,360.15
S00827,2,3,4.42,J0827,Nottingham,112,50.4,0.53,4,24,4,96,146.4
S00828,10,0,4.53,J0828,Newcastle,78,35.1,0.5,1,42,11,462,497.1
S00829,9,4,2.87,J0829,Liverpool,43,19.35,0.82,2,39,9,351,370.35
S00830,15,0,1.3,J0830,Bristol,163,73.35,0.65,2,39,6,234,307.35
S00831,13,4,2.55,J0831,London,75,33.75,0.62,5,44,4,176,209.75
S00832,17,0,4.21,J0832,Liverpool,245,110.25,0.66,5,25,4,100,210.25
S00833,16,3,4.61,J0833,Newcastle,40,18.0,0.63,2,23,5,115,133.0
S00834,2,4,1.81,J0834,Liverpool,88,39.6,0.52,4,21,6,126,165.6
S00835,14,2,1.27,J0835,Newcastle,267,120.15,0.99,1,41,4,164,284.15
S00836,3,0,4.51,J0836,Newcastle,176,79.2,0.61,3,35,5,175,254.2
S00837,12,0,2.56,J0837,Sheffield,177,79.65,0.87,5,37,11,407,486.65
S00838,8,1,3.17,J0838,Leeds,51,22.95,0.88,3,24,7,168,190.95
S00839,2,4,4.87,J0839,Nottingham,145,65.25,0.96,4,41,11,451,516.25
S00840,4,2,1.27,J0840,Sheffield,122,54.9,0.52,5,23,10,230,284.9
S00841,14,3,3.59,J0841,Bristol,281,126.45,0.94,3,32,5,160,286.45
S00842,16,1,1.3,J0842,Sheffield,218,98.1,0.76,4,38,5,190,288.1
S00843,19,2,2.5,J0843,Birmingham,224,100.8,0.82,1,42,4,168,268.8
S00844,2,4,4.22,J0844,Birmingham,30,13.5,0.82,4,21,8,168,181.5
S00845,12,2,2.73,J0845,Nottingham,13,5.85,0.91,5,32,8,256,261.85
S00846,14,0,4.99,J0846,Liverpool,275,123.75,0.67,2,30,9,270,393.75
S00847,6,0,3.24,J0847,Leeds,14,6.3,0.87,1,41,8,328,334.3
S00848,13,1,2.28,J0848,Nottingham,125,56.25,0.76,3,23,5,115,171.25
S00849,4,4,1.88,J0849,Newcastle,129,58.05,0.9,5,41,9,369,427.05
S00850,18,4,2.4,J0850,Manchester,174,78.3,1.0,2,39,11,429,507.3
S00851,12,2,2.49,J0851,Leeds,76,34.2,0.6,4,39,4,156,190.2
S00852,19,1,1.27,J0852,Leeds,156,70.2,1.0,2,34,11,374,444.2
S00853,8,4,2.48,J0853,Newcastle,212,95.4,0.54,5,23,6,138,233.4
S00854,7,0,2.86,J0854,Newcastle,53,23.85,0.5,5,28,10,280,303.85
S00855,16,2,3.89,J0855,London,158,71.1,0.52,2,26,10,260,331.1
S00856,19,3,3.63,J0856,Nottingham,297,133.65,0.67,4,38,5,190,323.65
S00857,6,0,3.84,J0857,Newcastle,72,32.4,0.82,2,38,5,190,222.4
S00858,11,1,1.03,J0858,Birmingham,54,24.3,0.53,5,25,9,225,249.3
S00859,5,4,1.87,J0859,Bristol,156,70.2,0.5,5,25,4,100,170.2
S00860,16,0,3.65,J0860,Manchester,23,10.35,0.97,3,39,7,273,283.35
S00861,7,3,2.94,J0861,Nottingham,104,46.8,0.91,3,34,5,170,216.8
S00862,5,3,1.02,J0862,Glasgow,64,28.8,0.9,1,34,7,238,266.8
S00863,11,1,4.22,J0863,Birmingham,171,76.95,0.94,5,44,11,484,560.95
S00864,15,0,4.09,J0864,Liverpool,206,92.7,0.85,3,39,7,273,365.7
S00865,3,2,3.19,J0865,Newcastle,150,67.5,0.55,2,28,8,224,291.5
S00866,5,0,1.27,J0866,Glasgow,168,75.6,0.7,4,23,4,92,167.6
S00867,5,3,4.07,J0867,Newcastle,246,110.7,0.86,2,37,10,370,480.7
S00868,9,1,3.33,J0868,Leeds,73,32.85,0.64,4,37,10,370,402.85
S00869,15,1,4.13,J0869,Birmingham,179,80.55,0.84,3,24,7,168,248.55
S00870,3,2,4.01,J0870,Leeds,53,23.85,0.51,1,39,10,390,413.85
S00871,6,1,4.21,J0871,London,112,50.4,0.65,2,42,11,462,512.4
S00872,17,1,3.07,J0872,Leeds,230,103.5,0.77,2,30,4,120,223.5
S00873,8,1,1.56,J0873,London,165,74.25,0.82,2,24,8,192,266.25
S00874,11,1,3.68,J0874,London,123,55.35,0.79,4,41,4,164,219.35
S00875,6,1,3.48,J0875,Glasgow,153,68.85,0.85,3,23,5,115,183.85
S00876,8,3,3.97,J0876,Newcastle,154,69.3,0.5,2,31,7,217,286.3
S00877,10,0,1.68,J0877,Liverpool,297,133.65,0.55,2,21,4,84,217.65
S00878,3,4,1.78,J0878,Leeds,147,66.15,0.93,1,32,11,352,418.15
S00879,14,1,4.56,J0879,Birmingham,164,73.8,0.84,1,29,10,290,363.8
S00880,14,4,4.0,J0880,London,15,6.75,0.56,3,28,6,168,174.75
S00881,10,4,4.63,J0881,Newcastle,142,63.9,0.92,3,29,4,116,179.9
S00882,12,3,4.03,J0882,Manchester,82,36.9,0.62,5,26,7,182,218.9
S00883,6,1,3.39,J0883,Nottingham,81,36.45,0.74,1,23,8,184,220.45
S00884,12,4,3.62,J0884,Glasgow,258,116.1,0.57,5,38,10,380,496.1
S00885,14,1,4.56,J0885,Liverpool,262,117.9,0.86,4,29,8,232,349.9
S00886,2,2,3.32,J0886,Sheffield,295,132.75,0.83,5,22,7,154,286.75
S00887,9,2,3.53,J0887,Glasgow,267,120.15,0.61,2,44,10,440,560.15
S00888,10,2,1.63,J0888,Manchester,89,40.05,0.93,5,40,5,200,240.05
S00889,17,4,2.9,J0889,Nottingham,150,67.5,0.7,3,38,10,380,447.5
S00890,17,2,3.87,J0890,Manchester,46,20.7,0.65,4,40,5,200,220.7
S00891,3,3,2.08,J0891,Leeds,129,58.05,0.58,2,21,8,168,226.05
S00892,19,3,1.81,J0892,London,171,76.95,0.63,5,39,8,312,388.95
S00893,1,4,2.26,J0893,Liverpool,245,110.25,0.51,4,29,7,203,313.25
S00894,12,1,1.97,J0894,Bristol,284,127.8,0.79,4,21,5,105,232.8
S00895,7,0,1.86,J0895,London,192,86.4,0.92,2,21,8,168,254.4
S00896,4,1,2.7,J0896,Bristol,23,10.35,0.77,5,43,5,215,225.35
S00897,10,1,4.63,J0897,Nottingham,72,32.4,0.61,4,36,8,288,320.4
S00898,13,1,3.03,J0898,Newcastle,222,99.9,0.52,4,35,10,350,449.9
S00899,2,1,1.75,J0899,Sheffield,106,47.7,0.61,1,35,4,140,187.7
S00900,10,0,1.31,J0900,Birmingham,46,20.7,0.71,4,33,11,363,383.7
S00901,4,2,3.78,J0901,London,292,131.4,0.88,1,26,6,156,287.4
S00902,18,1,2.53,J0902,Liverpool,171,76.95,0.59,5,40,11,440,516.95
S00903,5,3,4.29,J0903,Manchester,113,50.85,0.86,5,30,10,300,350.85
S00904,19,4,3.64,J0904,Liverpool,40,18.0,0.93,5,43,9,387,405.0
S00905,2,4,4.18,J0905,Nottingham,236,106.2,0.73,3,20,11,220,326.2
S00906,12,3,2.09,J0906,Bristol,233,104.85,0.91,5,30,4,120,224.85
S00907,17,1,3.77,J0907,Manchester,168,75.6,0.78,4,42,9,378,453.6
S00908,10,0,2.06,J0908,Birmingham,77,34.65,0.82,2,40,8,320,354.65
S00909,2,2,4.76,J0909,Birmingham,140,63.0,0.76,1,23,6,138,201.0
S00910,6,4,3.55,J0910,London,74,33.3,0.73,3,26,6,156,189.3
S00911,8,2,2.3,J0911,Nottingham,200,90.0,0.62,5,34,8,272,362.0
S00912,19,0,2.08,J0912,Newcastle,273,122.85,0.65,5,37,8,296,418.85
S00913,11,4,1.76,J0913,Nottingham,53,23.85,0.64,2,31,5,155,178.85
S00914,12,2,3.78,J0914,Bristol,134,60.3,0.78,2,36,8,288,348.3
S00915,9,0,1.87,J0915,Liverpool,9,4.05,0.56,3,20,7,140,144.05
S00916,2,2,3.38,J0916,Birmingham,31,13.95,0.96,1,30,11,330,343.95
S00917,8,1,2.06,J0917,Liverpool,164,73.8,0.86,5,20,8,160,233.8
S00918,11,0,3.65,J0918,Liverpool,153,68.85,0.7,3,34,7,238,306.85
S00919,4,2,4.26,J0919,Liverpool,268,120.6,0.58,4,40,8,320,440.6
S00920,10,1,4.11,J0920,Birmingham,234,105.3,0.94,4,29,5,145,250.3
S00921,16,1,4.04,J0921,Glasgow,204,91.8,0.91,3,26,7,182,273.8
S00922,8,0,1.75,J0922,Leeds,54,24.3,0.86,5,21,11,231,255.3
S00923,4,3,1.35,J0923,Bristol,71,31.95,0.64,3,29,4,116,147.95
S00924,10,4,3.8,J0924,Glasgow,62,27.9,0.7,5,43,7,301,328.9
S00925,12,0,2.47,J0925,Bristol,263,118.35,0.55,2,23,10,230,348.35
S00926,14,1,2.73,J0926,Manchester,134,60.3,0.59,3,31,5,155,215.3
S00927,16,1,1.12,J0927,Nottingham,219,98.55,0.89,5,38,9,342,440.55
S00928,18,0,2.04,J0928,Nottingham,176,79.2,0.86,3,30,11,330,409.2
S00929,12,3,1.13,J0929,Sheffield,262,117.9,0.8,3,27,7,189,306.9
S00930,18,4,4.52,J0930,Nottingham,106,47.7,0.95,5,37,10,370,417.7
S00931,7,2,1.97,J0931,Birmingham,213,95.85,0.79,5,30,10,300,395.85
S00932,7,0,3.23,J0932,Newcastle,295,132.75,0.73,1,30,11,330,462.75
S00933,9,4,1.16,J0933,London,290,130.5,0.67,3,32,11,352,482.5
S00934,1,4,3.67,J0934,Sheffield,120,54.0,0.97,4,22,10,220,274.0
S00935,6,1,2.29,J0935,London,268,120.6,0.54,3,31,8,248,368.6
S00936,6,2,4.59,J0936,Bristol,154,69.3,0.97,3,22,10,220,289.3
S00937,12,0,4.55,J0937,London,40,18.0,0.91,5,29,8,232,250.0
S00938,12,1,2.3,J0938,London,291,130.95,0.56,3,36,9,324,454.95
S00939,10,1,4.6,J0939,Sheffield,212,95.4,0.78,3,41,5,205,300.4
S00940,6,3,4.98,J0940,Manchester,110,49.5,0.93,4,21,6,126,175.5
S00941,17,4,4.3,J0941,Liverpool,162,72.9,0.79,5,36,8,288,360.9
S00942,19,0,4.38,J0942,Nottingham,125,56.25,0.95,3,35,10,350,406.25
S00943,18,0,2.0,J0943,Nottingham,59,26.55,0.97,2,21,10,210,236.55
S00944,6,0,3.31,J0944,Birmingham,16,7.2,0.71,1,41,4,164,171.2
S00945,19,1,1.27,J0945,Sheffield,149,67.05,0.69,4,39,10,390,457.05
S00946,10,3,1.38,J0946,Birmingham,140,63.0,0.97,3,25,5,125,188.0
S00947,8,2,5.0,J0947,Newcastle,7,3.15,0.84,2,44,7,308,311.15
S00948,6,1,2.31,J0948,Newcastle,148,66.6,0.56,3,29,7,203,269.6
S00949,7,2,3.99,J0949,Birmingham,34,15.3,0.52,3,29,10,290,305.3
S00950,1,3,4.23,J0950,Sheffield,241,108.45,0.78,5,27,4,108,216.45
S00951,18,4,4.43,J0951,Birmingham,283,127.35,0.97,5,20,8,160,287.35
S00952,12,0,4.99,J0952,Nottingham,119,53.55,0.92,5,32,5,160,213.55
S00953,16,2,1.97,J0953,Glasgow,108,48.6,0.84,2,43,4,172,220.6
S00954,10,1,1.16,J0954,Leeds,122,54.9,0.57,3,28,8,224,278.9
S00955,10,2,2.64,J0955,London,9,4.05,0.63,1,41,5,205,209.05
S00956,14,4,1.52,J0956,Leeds,252,113.4,0.94,4,29,10,290,403.4
S00957,10,0,1.09,J0957,Sheffield,125,56.25,0.59,5,34,7,238,294.25
S00958,10,2,2.44,J0958,Leeds,290,130.5,0.64,5,24,5,120,250.5
S00959,11,4,4.13,J0959,Newcastle,153,68.85,0.56,3,41,10,410,478.85
