Staff ID,Job_ID,Job_Location,Job_Priority,Skill_Match,Satisfaction Score,Distance_km,Job_Hours,Total_Cost
S00279,J0279,Sheffield,1,0.82,4.77,187,8,292.15
S00982,J0982,Birmingham,1,0.87,3.39,248,7,293.6
S00683,J0683,Glasgow,1,0.77,3.09,111,7,294.95
S00200,J0200,Newcastle,1,0.55,2.67,102,10,295.9
S00433,J0433,Birmingham,1,0.52,4.24,227,7,298.15
S00754,J0754,Liverpool,1,0.54,3.44,165,7,298.25
S00229,J0229,Bristol,1,0.84,2.35,176,10,299.2
S00336,J0336,Manchester,1,0.66,4.92,222,5,299.9
S00993,J0993,Nottingham,1,0.84,3.37,138,7,300.1
S00382,J0382,Birmingham,1,0.89,1.18,180,10,311.0
S00147,J0147,Bristol,1,0.74,3.99,241,7,311.45
S00767,J0767,Newcastle,1,0.91,1.33,23,8,314.35
S00534,J0534,Sheffield,1,0.99,4.45,170,7,314.5
S00703,J0703,Newcastle,1,0.79,4.3,63,7,315.35
S00747,J0747,Birmingham,1,0.92,1.78,57,10,315.65
S00529,J0529,Glasgow,1,0.85,3.19,213,11,315.85
S00517,J0517,Liverpool,1,0.69,4.14,226,8,317.7
S00426,J0426,Newcastle,1,0.58,4.42,228,9,318.6
S00014,J0014,Newcastle,1,0.91,3.17,105,7,320.25
S00675,J0675,Birmingham,1,0.59,4.22,137,7,320.65
S00458,J0458,Manchester,1,0.69,4.87,168,6,321.6
S00170,J0170,Birmingham,1,0.51,4.86,91,9,328.95
S00039,J0039,Leeds,1,0.65,3.05,184,8,330.8
S00352,J0352,Birmingham,1,0.6,1.65,66,8,333.7
S00349,J0349,Manchester,1,0.99,3.09,245,8,334.25
S00847,J0847,Leeds,1,0.87,3.24,14,8,334.3
S00768,J0768,Nottingham,1,0.85,1.08,86,8,334.7
S00397,J0397,Newcastle,1,0.63,1.77,151,10,337.95
S00644,J0644,London,1,0.84,2.73,286,10,338.7
S00916,J0916,Birmingham,1,0.96,3.38,31,11,343.95
S00110,J0110,London,1,0.73,2.18,165,10,344.25
S00594,J0594,Leeds,1,0.99,2.06,247,9,345.15
S00734,J0734,Sheffield,1,0.61,4.16,123,10,345.35
S00396,J0396,Manchester,1,0.58,1.96,220,8,347.0
S00129,J0129,Sheffield,1,0.68,3.34,226,6,347.7
S00979,J0979,Liverpool,1,0.86,3.83,266,11,350.7
S00243,J0243,Nottingham,1,0.51,4.1,219,8,354.55
S00321,J0321,Sheffield,1,0.52,1.18,299,5,354.55
S00227,J0227,Sheffield,1,0.87,1.06,233,10,354.85
S00097,J0097,Sheffield,1,0.97,4.23,96,8,355.2
S00713,J0713,Nottingham,1,0.58,4.06,130,9,355.5
S00159,J0159,Nottingham,1,0.56,2.27,297,6,355.65
S00298,J0298,Birmingham,1,0.93,2.38,33,11,355.85
S00291,J0291,Birmingham,1,0.85,3.31,251,9,355.95
S00027,J0027,Birmingham,1,0.93,4.78,29,8,357.05
S00365,J0365,London,1,0.61,4.7,127,7,358.15
S00300,J0300,Liverpool,1,0.69,2.16,240,6,360.0
S00826,J0826,Manchester,1,1.0,1.73,267,6,360.15
S00537,J0537,Glasgow,1,0.81,3.21,221,6,363.45
S00879,J0879,Birmingham,1,0.84,4.56,164,10,363.8
S00676,J0676,Leeds,1,0.82,4.29,280,7,364.0
S00043,J0043,Bristol,1,0.89,4.92,289,6,364.05
S00168,J0168,Sheffield,1,0.84,4.64,157,7,364.65
S00457,J0457,Birmingham,1,0.6,3.92,208,7,366.6
S00019,J0019,Manchester,1,0.62,3.13,153,10,368.85
S00239,J0239,Birmingham,1,0.57,4.85,220,7,372.0
S00303,J0303,Liverpool,1,0.72,3.83,240,6,372.0
S00473,J0473,Liverpool,1,0.62,4.02,275,10,373.75
S00315,J0315,Glasgow,1,0.7,1.3,77,10,374.65
S00598,J0598,London,1,0.99,2.15,242,7,374.9
S00599,J0599,London,1,0.63,3.63,177,10,379.65
S00639,J0639,Nottingham,1,0.69,1.75,241,8,380.45
S00335,J0335,Birmingham,1,0.67,3.85,230,7,383.5
S00629,J0629,Manchester,1,0.91,3.8,232,8,384.4
S00060,J0060,Leeds,1,0.76,4.71,215,7,390.75
S00375,J0375,Nottingham,1,0.83,2.92,230,8,391.5
S00353,J0353,Bristol,1,0.67,2.91,149,11,397.05
S00238,J0238,Bristol,1,0.61,2.86,84,9,397.8
S00054,J0054,Nottingham,1,0.92,4.57,193,9,401.85
S00790,J0790,Glasgow,1,0.86,1.69,158,8,407.1
S00722,J0722,London,1,0.69,4.53,155,10,409.75
S00176,J0176,London,1,0.77,3.82,172,9,410.4
S00540,J0540,Newcastle,1,0.72,4.46,271,10,411.95
S00324,J0324,Manchester,1,0.89,1.84,230,10,413.5
S00870,J0870,Leeds,1,0.51,4.01,53,10,413.85
S00565,J0565,Glasgow,1,0.89,2.14,94,11,416.3
S00878,J0878,Leeds,1,0.93,1.78,147,11,418.15
S00756,J0756,London,1,0.58,3.69,93,9,419.85
S00246,J0246,London,1,0.69,4.9,29,11,420.05
S00339,J0339,Glasgow,1,0.62,2.75,266,7,420.7
S00442,J0442,London,1,0.87,2.13,282,7,420.9
S00098,J0098,Bristol,1,0.9,4.79,268,9,426.6
S00085,J0085,Nottingham,1,0.56,3.63,292,9,428.4
S00583,J0583,Newcastle,1,0.67,1.27,88,10,429.6
S00821,J0821,Bristol,1,0.72,4.37,150,11,430.5
S00214,J0214,Bristol,1,0.83,2.26,158,9,431.1
S00552,J0552,Nottingham,1,0.8,1.05,165,10,434.25
S00425,J0425,Glasgow,1,0.78,2.33,299,7,435.55
S00416,J0416,Glasgow,1,0.68,4.79,27,10,442.15
S00765,J0765,Bristol,1,0.92,3.06,136,11,446.2
S00530,J0530,Sheffield,1,0.99,4.87,76,10,454.2
S00557,J0557,Sheffield,1,0.67,2.23,293,9,455.85
S00696,J0696,Liverpool,1,0.54,1.99,286,8,456.7
S00606,J0606,Glasgow,1,0.62,1.37,154,10,459.3
S00770,J0770,Glasgow,1,0.75,4.56,133,10,459.85
S00932,J0932,Newcastle,1,0.73,3.23,295,11,462.75
S00410,J0410,Newcastle,1,0.7,3.32,11,11,466.95
S00999,J0999,Bristol,1,0.91,4.77,70,11,471.5
S00721,J0721,Nottingham,1,0.5,3.66,298,9,476.1
S00012,J0012,Nottingham,1,0.66,1.16,271,11,484.95
S00753,J0753,Newcastle,1,0.77,2.76,77,11,485.65
S00794,J0794,Bristol,1,0.8,3.53,297,11,485.65
S00434,J0434,Glasgow,1,0.68,4.34,192,10,486.4
S00440,J0440,Sheffield,1,0.93,4.5,226,10,491.7
S00828,J0828,Newcastle,1,0.5,4.53,78,11,497.1
S00290,J0290,Liverpool,1,0.58,4.13,255,11,510.75
S00603,J0603,Birmingham,1,0.52,1.3,292,11,527.4
S00071,J0071,Liverpool,1,0.59,1.84,198,10,529.1
S00008,J0008,Nottingham,1,0.8,3.28,291,11,537.95
S00702,J0702,Manchester,1,0.73,1.26,249,11,541.05
S00143,J0143,Sheffield,1,0.63,2.14,213,11,557.85
